Gene  log2(fold_change)   q_value
Etv6   0.09737581  0.6923661879303831
Ttc16   -0.21650518  0.6922385034899164
Mettl17   -0.10510667  0.6922182565221672
Ubap2   -0.10434892  0.6921204813479443
Macrod2os1   -0.25277883  0.6920458166113324
Agpat3   0.10531832  0.6918192367171675
Gm10134   0.23131257  0.6917194768787767
Shld1   -0.12941515  0.6911941757765845
Cyp2c23   0.22823608  0.6909660044981947
2310043M15Rik   -0.20134555  0.6907224254743298
Lhfpl2   0.12919354  0.690567840660886
Zfp296   -0.25349206  0.6905262257552293
Cacnb4   0.20577595  0.6904609532917145
Zfp580   0.108392514  0.69045952661878
Gm17195   0.21580651  0.6902325926461412
AW554918   -0.099213555  0.6900790342813596
Gm16073   -0.2947176  0.6900047594782206
Inpp5b   0.094300374  0.689910646371784
Tcaf1   0.09429218  0.6898795149452361
Zbed5   0.20358787  0.689622183094913
Ssx2ip   -0.09645431  0.6895793008904807
A530020G20Rik   0.35677963  0.6893612359169442
BC050972   0.27608895  0.6891696962802708
Abhd14a   0.095957436  0.6891382317145639
Gm17219   0.20789424  0.6888408514190698
Mppe1   0.16376966  0.6887784187255881
Cep57   -0.107372805  0.688732012157638
Gm10735   -0.22780788  0.6884066332402228
Gltp   0.09308107  0.6883538373821583
Cpsf6   -0.10380185  0.6883195512278947
Efnb1   -0.11122983  0.6881991437712891
Zfand5   0.09417206  0.6881604741073628
Ppp1r37   -0.10172262  0.6879243369215913
Coro2b   -0.11422911  0.6878844920462239
2900041M22Rik   0.27914926  0.6876538735851841
Ar   -0.12674138  0.6875431481950633
Gm21956   -0.23176824  0.6872955423050926
Ergic3   0.09378485  0.6872164967534229
Eif3h   -0.09370854  0.6871482405547026
Lpp   -0.118215814  0.686596910780504
Abhd17a   0.09427474  0.6864003346621641
Yaf2   -0.11104229  0.6861891176155002
Scyl3   0.09625502  0.6861295728887807
Ralgapb   0.10353185  0.6861152495372251
Atic   0.09430709  0.6859992497861395
Gm7936   0.28539386  0.6859875321922253
Gm9761   0.22784308  0.6858737958142087
Aldh1l2   0.17938495  0.6856739304416272
Utp14a   -0.11757211  0.6856308622596007
Foxred2   -0.11739392  0.685408570013946
Gm11201   -0.18903133  0.685379234441013
Ak2   0.103874594  0.6853270712938389
Stk10   0.124610014  0.6851986267079209
Ubl4a   0.100994825  0.6849850620143905
Ubl4a   0.100994825  0.6849731198205206
Cercam   0.14740755  0.6849456887865132
Zfp74   0.10482542  0.6849358752803737
Rtn1   0.107476965  0.6849143568449855
Nmt1   -0.096431956  0.684908327036806
Polr3e   -0.10124083  0.6848696661894393
Dnttip2   -0.10435865  0.6847984963054777
Pcdhb2   0.30174646  0.6845269859812462
Kdm4dl   -0.28564757  0.6844207423226015
Fat1   0.10690628  0.6843672111405276
Lonrf2   0.09618943  0.6841978918538706
Rgl2   0.09385917  0.6840819961563243
Angptl8   0.18420872  0.6840753807011561
Chmp2a   0.09136293  0.6840612048731635
Fmnl2   -0.10662269  0.6840166704542225
Snrpb   0.09376516  0.6838037123106773
Kcnj9   0.285789  0.6836509017474147
Clec7a   0.22919413  0.6834420354367381
Prickle1   0.09757329  0.6834361325570536
Igsf9   0.1178677  0.683284440502729
Rps15   -0.10302232  0.6831390266111026
H2afx   0.11974626  0.6829584689849377
Ss18l1   -0.11749959  0.6828949865335073
Ghitm   -0.10326147  0.6826804975797509
Rrn3   0.09140938  0.6824023675506369
Zcchc17   -0.09628395  0.6823976501511694
Coro2a   -0.24158818  0.6823778373164143
D930007P13Rik   0.24169569  0.6820896521287892
Mmadhc   0.09666875  0.6820798666102601
Arl14ep   0.103519864  0.6820573484915737
St3gal2   0.10202195  0.6820119601075851
Nelfb   0.09062592  0.6819829597772623
Alcam   0.14778246  0.681895845956517
mt-Nd6   -0.11590482  0.6818738034728704
Mrpl50   0.12636597  0.681850229161749
Rcbtb2   0.0969242  0.6817382587727318
Ino80d   -0.102133065  0.6816503413386951
Gm9493   -0.19173884  0.6812663529768715
Marveld2   0.24789749  0.6812610519295083
Tax1bp1   0.102563515  0.6809489286832859
Elmod3   -0.11519009  0.6808329378924713
3300002A11Rik   -0.208339  0.6804551484904391
Ppp1r18   -0.094359286  0.6804491455104893
Taf13   0.11648383  0.6804174833301783
Gtpbp10   -0.12819806  0.6802095265646642
Cenpa   0.19354892  0.680146100708204
4930426I24Rik   -0.23613958  0.6800430275634793
Tirap   -0.118754625  0.6799964363408573
Ifnar2   -0.09550178  0.6799492590571459
Rffl   -0.11044508  0.6796687119614179
Gm18856   0.25969833  0.6795614543743403
Gm13342   0.3103917  0.6795130040611266
Dpp7   0.13143604  0.6794859575771561
1700084C06Rik   0.22798653  0.6792659674846414
Tomm70a   0.088451326  0.6792164734436374
Gm15342   0.16545884  0.6786069923627551
Npat   -0.10083845  0.6785923064075154
Mgat1   0.09390162  0.6785527141467046
Faap24   0.17719147  0.6783531319295342
Cwc27   0.11779907  0.6782861827215242
Pold4   0.10929328  0.6782150100579042
Nif3l1   -0.12435987  0.6781661551878625
Chac2   0.20299713  0.6780895893758694
Mir27b   -0.1780567  0.6779495079041156
Bhlhb9   0.15518932  0.6776706949785615
Trim30a   -0.17336932  0.6775763270755973
Cep295   -0.10307431  0.6775539101390022
Tm7sf2   0.3171663  0.6775189360268834
Gm13590   0.17524225  0.6770303652754889
Ubn1   -0.10696141  0.6770171100774423
Tbcb   0.0937123  0.6767820647750142
Lars2   -0.30922762  0.6767040804116019
Ifi213   0.25126478  0.6764988874579818
Sptb   -0.1141787  0.6763012385184295
Gm22442   0.10394951  0.6761563676671407
Csnk2a2   -0.095581576  0.6761080820469054
Cpq   0.13483357  0.675989253095533
Ift122   -0.10313507  0.6759422644771403
Rhno1   0.14189564  0.6759299610889453
Gm27266   -0.23936054  0.6757440225960896
A930004D18Rik   0.12275184  0.6754669950263266
Platr25   -0.1765044  0.6754394721652215
Mcat   0.11865721  0.6751343119695603
Brap   -0.095556855  0.6751300970548034
Dlg5   0.105103  0.6750129061224844
Vps25   -0.27007467  0.6748400131122165
Usp12   -0.09242516  0.6744264553876957
Gm12950   -0.23907135  0.6744195525079957
1700021F05Rik   0.13565141  0.6743189396704381
Pik3ca   -0.1007926  0.6742121373510769
Tmem136   -0.19220267  0.6741219550089873
Aldh2   0.100152634  0.6740410200653163
Hpn   -0.25348613  0.6737830544095686
AA465934   -0.2904643  0.6735851231703283
Rps10-ps1   -0.15161785  0.6733899192710541
Nptn   0.10084667  0.6732213966148176
Rabepk   -0.13049056  0.6729912139130011
Atp6v0a2   0.09352347  0.6728961183553289
Gm13510   0.23451574  0.6727270948894584
Jmjd8   0.118255205  0.6726750035750075
Gpr89   -0.10531422  0.6725694277093655
Mier3   -0.093264975  0.6725370798132283
Gmppa   0.098737754  0.6724525364628745
Phf2   -0.10955253  0.6724336202829194
Stx5a   0.09454757  0.6724058304946839
Dnajb14   0.09644829  0.6722966638024658
Rnf216   -0.0944755  0.6722734309322264
Rad51d   0.095922925  0.67222614962214
Skap2   0.112441815  0.6721719831651022
Rbks   -0.15713051  0.6720230405349366
H2-Ab1   0.107214876  0.6716568480550379
Rfc3   0.22416541  0.6716553312841311
Pla2g6   0.09154585  0.6715628126089722
Zfp853   0.1527627  0.6715325971405984
A230103J11Rik   -0.23512298  0.6714869840123623
Mtfmt   -0.11869707  0.6714749686240327
Gm14869   0.19291408  0.6714691359633023
Mical2   -0.13235617  0.6714591038664248
Mical2   -0.13235617  0.6714330908747421
Gm26642   0.2525596  0.6712420386053861
Exd1   0.16240326  0.671121804030034
4930518C09Rik   -0.24994557  0.6709857266599862
Pnck   -0.119570106  0.6707386891992123
St3gal4   0.09947567  0.6706794745624558
Gm12758   -0.1942882  0.670474698214632
Tmem126b   0.12178847  0.6699797718405546
Htr2b   0.21395555  0.6698613194436913
Gm5577   0.19957367  0.6697730425149491
Mpzl3   -0.19803749  0.6697162139980114
Stat6   -0.1034636  0.6695557607416711
Nprl2   0.13104501  0.6694611077232083
Stard6   0.18815775  0.6694459733850012
Pdlim7   -0.10270669  0.6693911424316686
A230050P20Rik   -0.10784803  0.6693760091522949
Lrmp   0.16366188  0.6693445792268825
Cwc25   -0.10235615  0.6692225939110628
Edem2   0.09490244  0.6691753402397289
Usp20   -0.09832295  0.6689201391784856
Gm20632   0.17243777  0.6688258953363201
Lcor   -0.09363719  0.6688076293475732
Gm6478   -0.23577061  0.6686824523138123
Fam78a   -0.18081646  0.668620102314397
Hist1h4i   0.22243246  0.6686199859934043
Tlr1   0.2627752  0.6680969110263951
Phf7   0.13512476  0.6680711016045596
Gm7507   -0.22872478  0.6680225072938045
Llgl1   0.10080145  0.6676007195386083
Slc30a5   0.093921535  0.6675049732754282
F830016B08Rik   0.32686552  0.6672195318491316
Map4k5   -0.100016475  0.6669641325895393
Exoc2   0.09546292  0.6668317548222154
Aco2   0.10312969  0.66681515077776
Slc6a12   0.22173287  0.6666382129100057
Tmem43   0.08832357  0.6665835356887256
Myadm   0.10847882  0.66622675606553
Gnrh1   -0.25316262  0.6662251314657472
Tpst1   0.08915013  0.6658057248972614
Cep68   0.09003403  0.6653628415606715
Irf6   0.1724802  0.6649950229382835
Stt3b   0.09981528  0.6649886484536532
Duox1   -0.21523196  0.6649776380759086
Taf12   -0.11712384  0.6648406559336691
Gm15727   0.23137744  0.66442298783748
Impdh2   -0.098039694  0.6640777468524293
Kif1bp   0.10026489  0.6640574831381348
Arc   -0.22858861  0.6637082012492258
Aaed1   -0.12042261  0.6636108593598378
B3gntl1   -0.09713755  0.662999939990522
AU021092   0.1654217  0.6628443771647733
4930429F24Rik   0.09570395  0.6628236758325493
Fbxl4   0.11297039  0.6627775330643879
Gm10320   -0.29703107  0.6627126592396178
F13a1   0.15857035  0.6625878959240795
Nwd1   0.117707275  0.6624700846175379
Npas3   0.1692279  0.6621838806191778
Gm16861   -0.15809964  0.6618924436073188
Rpsa-ps10   -0.14417185  0.6618204641187846
Jtb   0.102460004  0.6615977417972636
Gm42418   -0.33429983  0.661443089866304
Ctsh   0.15578215  0.6613949320500125
Saal1   -0.112552695  0.6613186003108514
Rab6a   0.094281726  0.6612238000146479
Ptgds   -0.26230204  0.6611397458805032
Mto1   0.12397524  0.660985164757806
Cdc25a   0.13121861  0.6609205225317268
Tle2   -0.10694812  0.6607966750818478
U2af1   -0.09744649  0.6607340069605986
Dlg4   -0.094908744  0.6604831429844459
Setd4   0.12957802  0.6604412615238567
Zrsr2   -0.091915965  0.6603486208878351
Rfk   -0.08917486  0.6601752455987087
Cyb5r4   -0.110313535  0.6599888689685991
Fdx1   -0.14295423  0.6598660592976617
Socs6   -0.102177314  0.6596835447131387
Tyw1   0.09467405  0.659497836016925
Gm16001   0.15707253  0.659454151644691
Mcam   0.09690613  0.6589962145522196
Sox6os   -0.21674526  0.6589959841384286
Plxna1   0.10099366  0.6589011733690754
Tent4b   -0.092475496  0.6588940312450698
Armc1   -0.09059099  0.6584213821185837
D630003M21Rik   -0.10467213  0.6583418230576541
D130040H23Rik   -0.17235124  0.6581978038686614
Sh2d4a   0.19127421  0.6581807669992641
Inpp5d   -0.1249674  0.6581026083254907
Stam2   0.09255445  0.6579754264878064
Gm6712   -0.20339312  0.6579542502685157
Gfm2   -0.092164114  0.6579487261111454
Dcps   -0.12845919  0.6579468847321367
Gm5540   0.1830829  0.6575938629518135
Kcnq1ot1   -0.1015303  0.6574353428710251
Hmgb1   0.09775882  0.6572890389427567
Hmgb1   0.097758815  0.6572156650007088
A330033J07Rik   -0.28512767  0.6568349659874287
Ehmt1   -0.0993995  0.6566216263511844
Zfyve1   -0.09027705  0.6566050760404807
Sdhd   0.109588504  0.6565424401917803
Golga1   0.09906854  0.6565127900939616
Zfp386   -0.09168124  0.6564300502846434
Gm16464   0.27484575  0.6561037544449386
Zfp61   -0.113255605  0.6559762522574142
Ptges3-ps   0.15880604  0.6559447812460607
Ankib1   0.10891652  0.655563761972418
Capza1   0.09464269  0.6555232341067205
Mrpl39   0.120772645  0.6554373617903069
n-R5-8s1   -0.32238686  0.6553594172352485
Slc35a2   0.09994311  0.6551327352756653
4930444A19Rik   -0.21154135  0.6548485085434385
Nipal2   0.23722981  0.6548386418074751
Irf1   -0.093178526  0.6547371118658927
Cst3   -0.11039711  0.6547035002694528
Gm16638   0.17185703  0.6545283482196486
Mrps27   0.13655087  0.6545099974555739
Gm14472   -0.22829366  0.6544026522324308
Carm1   -0.09425733  0.6543941660289333
Ptpn13   -0.10004717  0.6543775378660198
Gm15675   -0.112962015  0.6540629163322588
Ttc27   -0.11907141  0.6539501169753706
Aamp   0.09331176  0.6536242854244185
St3gal1   -0.12813626  0.6534649038749073
Triobp   0.10041178  0.6533914662895755
Ube3b   -0.09911699  0.6532447218423608
A230083G16Rik   -0.14746131  0.6529973326559922
Exoc1   0.09527608  0.6529590844205883
Sacm1l   0.08828097  0.6528462949989484
Synj1   -0.08866728  0.652614000325529
Slc52a2   0.1055679  0.6522897481300226
Ddah1   0.09855336  0.651838510967151
Slc1a7   -0.22882858  0.6517926435394505
Fam13b   -0.09925624  0.6513112196865444
Fam193b   -0.09905075  0.6512900697967603
Erh   0.12941366  0.6510817958565641
B3galt4   0.16859074  0.6508625949538313
Rasa1   0.091510914  0.6507912907321683
Zfp114   -0.18852289  0.6507275326089847
4931422A03Rik   -0.15827388  0.6507202201091918
Runx1t1   0.093517594  0.6506571520179119
Dnase1l1   0.116663866  0.6505520473707159
Ssc4d   -0.23034973  0.650532170125272
Narf   -0.10428459  0.6500165279694949
Wdr24   0.11261173  0.6497828349224778
Idh2   -0.11431656  0.6496508858368271
Abcc3   -0.16487224  0.6493317004108373
Pgm3   -0.1178146  0.64926894801068
Tmem269   -0.25495934  0.6491804167757529
Ankrd26   0.09262075  0.6490907526636168
Slc35a1   0.102667555  0.6489521655594896
Smim11   0.15278335  0.6489432692656399
Gm5903   0.21700323  0.6485497444821557
Gm13226   -0.21756524  0.648389801710091
Add3   0.09680028  0.6476544853978057
Gm14236   0.16424912  0.6475731586463511
Kcnq1   -0.23451748  0.647542976030704
Hlcs   -0.10698627  0.6474394508855326
Bpgm   -0.11924887  0.6474355788658062
Agap1   -0.09910607  0.6473402635779647
Adamts5   0.16525014  0.6472825322122414
Rnft2   -0.11747946  0.6471560358820319
Ccl28   -0.16109067  0.6469911933921864
Wt1   -0.15365466  0.6468557423479705
Tradd   -0.14724259  0.6468246708720211
Gdi2   0.09854553  0.6465485982524722
Akap6   -0.11934991  0.6463336876298326
Foxd2   0.103140526  0.6462879582426871
1600014C10Rik   0.11296178  0.6462012829038825
Mrps15   -0.10050488  0.6458620473655761
Zfp612   -0.12876828  0.6457868920735025
Stap2   -0.17571895  0.645715153032136
Ybx3   0.10345532  0.6455770329216455
Eloa   0.08988856  0.6454796214025142
Tdrd7   0.099655434  0.645258008608253
Arpc1a   0.10190391  0.6452163054347321
Peg3   0.10105572  0.6449588524184852
Chm   0.09136668  0.6449472651830744
Hddc2   -0.21326531  0.6447984606624139
Trim32   -0.09154529  0.6446854521759242
Tcf7   -0.14969075  0.6445128407485737
Mlf2   0.09674988  0.6441329734387171
Qdpr   0.09331035  0.6438994028527493
Dgkq   -0.09036109  0.6436861953205075
Dcn   -0.10876081  0.6434638452586892
Rpusd1   0.1063829  0.6430077286155659
Gm15556   0.22757968  0.6428934485374181
Tmc8   0.23069899  0.6428595524938597
Tapt1   -0.089108236  0.6427544707246735
Efcab5   -0.20736055  0.6427472162958731
Eaf2   -0.24990532  0.6426019121032174
Pgm2   0.12328491  0.6424782728221917
Sorbs1   -0.099313624  0.6423999720730538
Cdc6   -0.2452316  0.642052282030293
Ddx11   0.19368806  0.6419374315323284
St6galnac3   0.2597329  0.641832899597189
Cdk2ap2   0.090166636  0.6417870358373481
Ankrd44   0.09974821  0.6417320021019942
Cc2d1b   0.10196129  0.6417238492135956
Egr2   -0.11028311  0.6414440868908645
Cdc16   0.09308771  0.6413559060896017
Vmn2r1   -0.2931608  0.6411924695577322
Gm14212   0.21112022  0.64113803437172
Hk3   0.18356916  0.6411175512124692
Gm11948   0.18368287  0.6408467829117066
Ppp2r2d   -0.085431226  0.6407786780637011
0610009B22Rik   0.15621102  0.6407403287038564
Eif4a1   0.10033628  0.6406537935167006
Gm16372   -0.25955042  0.6403937805417307
Mapk3   0.099402755  0.6403859778044286
Srebf1   0.16945446  0.6402835301188086
Gm15423   0.28349915  0.6401324785064694
Sec16b   0.12281543  0.6398742963987056
Pon3   -0.2020428  0.6397792470082696
Rita1   0.15140645  0.6397307651268377
Gvin1   0.19152015  0.6396677082943039
Zfand2b   0.11039842  0.6396657872704208
Dele1   0.08915807  0.6396106441582109
Gsdmcl-ps   -0.19693008  0.6395791190319199
Ylpm1   -0.09905752  0.6395601366395571
Ndufaf6   -0.15892792  0.6395407026587665
Gm11944   -0.13849765  0.6393449150737741
44450   0.10275704  0.6393385890513646
Atad2   -0.14149396  0.6392309398406157
Gm15369   -0.24188112  0.639151085845753
Bcl7b   -0.0870081  0.639139678652727
Adra2c   0.24965058  0.6388614286222768
Clca3a1   -0.15150304  0.6387717817518522
Apobr   -0.15798865  0.6385265923231649
Psmb8   -0.14910454  0.63850006760475
Gm13192   -0.17946261  0.6384440858277067
Gm10561   -0.24868834  0.6384128231748649
C230012O17Rik   -0.25052413  0.6382383571465466
Pp2d1   0.24145438  0.6381205590102161
Psph   0.107151024  0.6380873884757569
Atxn1l   -0.099749  0.637906662240088
Lrrc61   -0.10314172  0.637906436634738
Klhdc3   0.08934649  0.6377805567868865
Vps50   -0.08979742  0.6377466080356249
Gm16006   -0.16437194  0.6375544414834713
Hikeshi   0.11095093  0.6372968113019954
Anxa6   0.10045748  0.6369047995893733
Thop1   0.0955019  0.6368850790808156
Hoxd3os1   0.17120193  0.6366944299899453
Disc1   0.10853262  0.6362567056224692
Mtrr   -0.108641535  0.6362009618989868
Trim12c   -0.13933192  0.6361568195791859
Gm22009   -0.089157924  0.6360220399108044
Tmc7   0.11448509  0.6358832257092245
Sike1   0.09687194  0.6356793737622137
Gm3436   -0.19357355  0.6356528119083208
Ebf3   0.12614885  0.6356002530309708
Ank2   0.099461794  0.6351599699217112
Atp7b   -0.26886907  0.6351181232976816
5830462I19Rik   0.19534904  0.6350975381010356
Pcsk7   -0.100903906  0.634863144216788
Pdss1   -0.15746762  0.6348035422499505
Tbrg4   0.09805989  0.6346879470520601
Ccdc50-ps   0.22268511  0.6346744543200886
Gm12818   0.26194048  0.6345053608506849
Alas2   -0.1313832  0.6344699492836783
2010106C02Rik   -0.16806658  0.6342223281955048
Mtmr12   -0.087670416  0.6341339952472127
4930481A15Rik   -0.13884199  0.633969824579243
Gm27202   0.16060622  0.6338675826840432
Aip   0.08845846  0.6338587072324132
D3Ertd254e   0.09039473  0.6336094403302454
Naif1   -0.13391532  0.6335605827633526
Prpf40b   -0.093119696  0.6334882554837286
Rccd1   -0.11842916  0.6333506908569134
Gm15842   -0.21201465  0.633324752219307
Ankrd33b   -0.089664236  0.6330749448082934
Gm12630   0.18860756  0.6328720011821481
Abhd13   0.09069725  0.6328638079737231
Trim68   0.11359445  0.6327530378954249
Ctsd   0.097596765  0.6325803418567988
Zfp277   -0.12709765  0.6325754049166716
Gart   0.08961971  0.6325198660196543
A530083I20Rik   0.23451602  0.6324693787898273
Acacb   0.10682745  0.6324565890962559
Scube3   0.11023258  0.6318496033583832
Adam23   0.09375004  0.6316515042903762
Gm7867   0.2322197  0.6316409670125136
Mgat4b   -0.10153559  0.6314546773065995
Pih1d2   0.28490183  0.6312123956894565
Hoxa4   -0.19129409  0.6311616382921572
Polg2   -0.12376299  0.6309931377249738
Tbc1d19   -0.08869373  0.6309762220155612
1600012H06Rik   0.10913551  0.6308928799166968
Rars   -0.09527539  0.630877086027621
Ugt1a7c   -0.22442858  0.6307549998411182
Nrip1   -0.08775155  0.6306810833394046
Lpgat1   0.092458285  0.630552302487394
Rnf139   0.08963607  0.6303534526360665
Mospd1   -0.13350205  0.6302424005585733
Clk1   -0.09640913  0.6300160805731608
Hnrnpa3   -0.097539686  0.6293196453478596
Atp11b   -0.08470625  0.6293145008040733
Polr2i   -0.13760322  0.6292701022542769
Rasa2   -0.089392826  0.6292204497879818
B4galt6   0.09526668  0.6291256249008507
Eno1b   -0.25223842  0.6290453438769719
Ruvbl2   -0.0888984  0.6287226076432948
Fyn   -0.09376376  0.6286229124846304
Aebp2   -0.09593675  0.6286111777217868
Ube2e2   0.09851348  0.6285948610423068
Mien1   0.16223423  0.6285813385165445
Rhbdd1   -0.08871387  0.6284784168543102
Gsk3a   -0.08826091  0.6281710559264246
Igsf8   0.085527636  0.6278010297819165
Tmem60   0.1565227  0.6276536382433979
Taf10   0.09018912  0.6276058523171926
Desi2   0.092902124  0.6274617268234933
Gm26767   -0.15085907  0.6273374896804127
Elf1   -0.09253293  0.6271160665942318
Phlda3   -0.12144224  0.6268824201952343
Tmem260   0.08909867  0.6267914980769942
Atp6v0a1   0.09472889  0.6267041536925886
Usp38   -0.10707307  0.626623843749706
Klc1   -0.09625538  0.6265988597495031
Fam102b   0.10007176  0.6265006028392782
Tmem259   0.09548933  0.6264798597088224
Fbxl8   -0.16498044  0.6263995677762338
Micu2   -0.08899712  0.6263428097300268
Rex1bd   0.08756263  0.6261427883892905
Gpank1   -0.13597852  0.6260113580203589
Gm12322   -0.18753177  0.6259268682283028
Ints13   -0.09521704  0.6258647872712598
Fuom   -0.13789926  0.6257933487848649
Atg16l1   -0.08542265  0.6257370708879384
Mab21l2   0.16988304  0.6257000740752319
Vps13c   -0.09853166  0.6255379505711973
Cep350   -0.09466189  0.6254465935777503
Map3k11   -0.09477038  0.6253065661925319
Sugt1   -0.08838316  0.625297320842038
Rgs2   -0.21372586  0.6249608705233377
Mrps35   0.10983123  0.624925349936565
Fam196b   0.19299997  0.6249088705943665
Hnrnpl   -0.095885605  0.6245847949377331
Pmpcb   0.09425238  0.6245353745586287
Pdpr   -0.0849611  0.6244307538863789
Mrps26   -0.10012482  0.6242924265463605
Ggps1   -0.10633613  0.6240973763370034
Gcc1   -0.08851806  0.623833957609835
Dcun1d2   0.10217836  0.623686259903174
Rbbp9   -0.09152903  0.623642221736756
Gm15050   0.24394067  0.6236240954791421
Nanos1   -0.218651  0.6235121203008197
Ippk   -0.09412313  0.6234404049513526
Gm8261   -0.24007978  0.6230724582410025
Gm16209   -0.22639856  0.6230246684520487
Gm11975   -0.20101397  0.622851644064791
Tbc1d5   -0.09104747  0.6228224206785018
Clstn2   0.17032278  0.6223284191433494
Nsf   0.088309795  0.6222892160718226
Sp9   0.1737787  0.6222391316640378
Gm27003   -0.210613  0.6222169220864674
Lamp2   0.0964428  0.6219768680342915
Tmem86a   -0.15694076  0.6216555167711215
Rpl23a-ps2   0.22635867  0.6215363267041075
Mybl2   -0.20778985  0.6215291136084549
Hnrnpul2   -0.094039254  0.621419813834297
Sepsecs   -0.09251702  0.6213400380895318
Las1l   0.09567875  0.6213025379217196
Rundc3b   -0.12978226  0.620956670726171
Axin2   0.09567491  0.6208447720297516
2610507B11Rik   0.09483152  0.6206297709286922
Dnmt3l-ps1   -0.14255428  0.6203845553472725
Mtm1   -0.10339859  0.6203177190330941
Aifm1   0.11962471  0.6202738289582179
Kdm2a   -0.09414311  0.6202194123735367
Caln1   0.20873682  0.620132861747822
Rad21   -0.09293915  0.6199488141936695
Cbfb   -0.08485808  0.6199451579629011
Wwtr1   0.09374827  0.6195316469701393
Tpt1-ps3   -0.09920531  0.6194346356711262
Atn1   -0.12050099  0.6193357514187172
Eif4e   -0.091876656  0.6191547288800311
Trappc13   -0.09937266  0.6191497470716579
Pex26   -0.101580136  0.6184081773301491
Gm9754   0.16638097  0.618394570607897
Zfp617   -0.11283895  0.6181555428623409
Ltbp1   0.093360774  0.6179500755512127
Gm6365   -0.22463688  0.6179153559665882
Sars   0.08958587  0.6179054047155556
Ahsa2   -0.11171572  0.617792078008857
Sp3   -0.08767859  0.61772917340941
Magee1   0.08653121  0.6176989938726702
Nucks1   -0.095469624  0.6175299831910471
Il10ra   0.14780296  0.6175187094594276
Spire2   0.10332932  0.6174453227836739
Dhodh   -0.11551879  0.6172942560249748
Dlk1   0.22959915  0.6172144772309758
Gm23259   -0.1872404  0.6172123778749753
Exoc3   0.095731154  0.6171047641603764
Gm28379   -0.24001673  0.6170153894984753
Cactin   -0.085533656  0.6169260228236908
9130023H24Rik   0.14132087  0.6168791885965221
Dpp9   0.08508722  0.6167369320361341
Srsf2   0.08663412  0.6167293117200401
Ccdc157   -0.085076205  0.6164722429060073
AW011738   -0.16152114  0.6163519026410031
Dcaf13   0.12906532  0.6163457204129877
Fastk   0.08427996  0.615977284484441
Gusb   0.09141325  0.6157940000972362
Etnk2   -0.1637046  0.615631819775532
Isyna1   -0.11112877  0.615506727210732
Oscar   0.23363377  0.615347240338998
Pgghg   0.08940785  0.6152981640891084
Recql   0.09729061  0.614719356372712
Pxmp2   -0.15815102  0.61468596112223
Klhl18   -0.096052505  0.6144283151345445
Rnf41   0.08751941  0.6142695509869456
Rxrb   -0.08533428  0.614168312065925
Alg11   -0.09414461  0.6139332657830845
Trcg1   -0.23133032  0.6139168564610253
Tmem19   0.085257284  0.6136547843211962
Atp11c   -0.08896775  0.6135835522121095
Mfsd10   0.08667608  0.613377591152332
Plp2   0.092710264  0.6131784954248751
Sort1   -0.09599779  0.6131161004447125
Chrd   -0.15243055  0.6130019948282321
Mapkbp1   0.09893435  0.6126319288897881
Adk   0.09039865  0.6126118014058236
Vps8   0.08561105  0.6124955538652987
Ctu2   0.113187514  0.6122598009183396
Mlxipl   0.23036349  0.6121969135342318
Gm8464   -0.2457036  0.6121593149244524
Lpar1   0.09308064  0.6121550274534815
Tmem80   0.09718964  0.6121228170414356
Gmcl1   0.100220405  0.6120338865123343
Zfp174   -0.10679816  0.611981125535923
Rnf115   0.09916096  0.611837695701909
Psmd9   0.0972594  0.6117668126902239
Serpinb6c   -0.16715267  0.6117313181242678
2210411M09Rik   -0.23663858  0.6116281382898014
Fam98c   -0.14375922  0.6115011285332818
Rpl36a-ps1   0.25333184  0.6113487600852079
Ywhae   0.09450309  0.611226947939925
Phospho1   0.16775599  0.6109776582495191
Atrip   -0.102749124  0.6109391172408105
Gm6444   -0.25768  0.6108224052406038
Apom   -0.22765353  0.6106564187850249
Hspa12b   -0.08227725  0.610371385963986
Capns1   0.09192524  0.6102788802592645
Asb1   0.08752423  0.6101683894049036
Ankrd11   -0.09481381  0.6100592272136413
Rpl35   -0.09135624  0.6100382738245641
Pycard   -0.15919256  0.6099777199009476
1810012K08Rik   -0.23620716  0.6098742820966194
Ppp6r3   -0.092455685  0.6095987926597105
Trarg1   -0.16588505  0.6094384909852125
Tatdn2   -0.08312537  0.6092429182728145
Fancd2   0.19531989  0.6091497496586007
Atp8a1   0.09769752  0.6090048623077143
Rpl14   -0.09477453  0.6088479429585683
Gm9888   -0.2472978  0.6086209356382507
Lztfl1   -0.10657765  0.6085554286282104
Gm15198   -0.20696832  0.608497483696144
Psmd5   0.08770669  0.6083847800141027
Zscan29   -0.09826563  0.6081599582320536
Shld2   -0.122550786  0.6081198832809402
Rps4x   -0.09441111  0.6075715871529312
Snx13   0.09489452  0.6074187220675608
Spata9   -0.1821747  0.6072065879864296
Pcgf2   -0.088374  0.6071094523818772
Sms   -0.110698886  0.6066919204988164
Kmo   0.24424131  0.6063105200461868
Gm22478   0.24831107  0.6060215877255889
2610035D17Rik   0.12355346  0.6059928520478776
Fam84a   -0.31518263  0.6059578895991827
Rtp4   -0.1656766  0.6059496954520872
Ak3   -0.09471684  0.6058424129473245
Brox   0.088342436  0.6058267913022568
Zbtb17   -0.08699859  0.6053755075989034
Tmem101   0.1108356  0.6052754926074899
